,,,"Montréal, Ville [Census subdivision], Quebec",,,,,,"Quebec [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Mother tongue","              Persian (Farsi)",,   12585,,    6270,,    6315,,   27490,,   13875,,   13615,
"Mother tongue","            Indo-Iranian languages; n.i.e.",,     210,,     120,,      85,,     440,,     225,,     210,
"Mother tongue","          Italic (Romance) languages",,  173175,,   83085,,   90090,,  323290,,  157260,,  166030,
"Mother tongue","            Catalan",,     195,,      95,,     100,,     320,,     170,,     150,
"Mother tongue","            Italian",,   67800,,   32300,,   35500,,  104600,,   51705,,   52895,
"Mother tongue","            Portuguese",,   17130,,    8260,,    8870,,   36770,,   17735,,   19035,
"Mother tongue","            Romanian",,   15230,,    7195,,    8035,,   35840,,   17170,,   18665,
"Mother tongue","            Spanish",,   72760,,   35210,,   37550,,  145635,,   70405,,   75235,
"Mother tongue","            Italic (Romance) languages; n.i.e.",,      60,,      30,,      25,,     125,,      75,,      50,
"Mother tongue","        Japanese",,    1420,,     445,,     980,,    2525,,     775,,    1750,
"Mother tongue","        Kartvelian languages",,     125,,      60,,      70,,     170,,      80,,      85,
"Mother tongue","          Georgian",,     125,,      55,,      65,,     170,,      80,,      90,
"Mother tongue","        Korean",,    3120,,    1415,,    1705,,    5160,,    2270,,    2890,
"Mother tongue","        Mongolic languages",,      65,,      25,,      40,,     190,,      75,,     115,
"Mother tongue","          Mongolian",,      65,,      25,,      40,,     195,,      80,,     115,
"Mother tongue","        Niger-Congo languages",,   13465,,    6855,,    6615,,   28355,,   14360,,   13995,
"Mother tongue","          Akan (Twi)",,     690,,     340,,     350,,    1050,,     520,,     525,
"Mother tongue","          Bamanankan",,     680,,     385,,     295,,    1200,,     655,,     545,
"Mother tongue","          Edo",,      45,,      25,,      20,,      75,,      45,,      30,
"Mother tongue","          Ewe",,     320,,     175,,     140,,     730,,     400,,     325,
"Mother tongue","          Fulah (Pular; Pulaar; Fulfulde)",,    1145,,     595,,     550,,    2055,,    1080,,     970,
"Mother tongue","          Ga",,      45,,      25,,      25,,      80,,      40,,      40,
"Mother tongue","          Ganda",,      10,,       5,,      10,,      35,,      15,,      20,
"Mother tongue","          Igbo",,      65,,      40,,      25,,     120,,      70,,      50,
"Mother tongue","          Lingala",,    1500,,     690,,     810,,    2465,,    1185,,    1285,
"Mother tongue","          Rundi (Kirundi)",,    1160,,     555,,     600,,    3345,,    1600,,    1745,
"Mother tongue","          Kinyarwanda (Rwanda)",,     990,,     450,,     540,,    2500,,    1115,,    1380,
"Mother tongue","          Shona",,      60,,      30,,      30,,      85,,      45,,      40,
"Mother tongue","          Swahili",,     870,,     415,,     460,,    3010,,    1460,,    1545,
"Mother tongue","          Wolof",,    1660,,     905,,     755,,    3230,,    1745,,    1485,
"Mother tongue","          Yoruba",,     160,,      95,,      65,,     255,,     155,,     100,
"Mother tongue","          Niger-Congo languages; n.i.e.",,    4065,,    2115,,    1950,,    8135,,    4235,,    3895,
"Mother tongue","        Nilo-Saharan languages",,     120,,      70,,      50,,     345,,     180,,     165,
"Mother tongue","          Dinka",,       0,,       0,,       0,,       5,,       5,,       0,
"Mother tongue","          Nilo-Saharan languages; n.i.e.",,     120,,      70,,      50,,     335,,     170,,     165,
"Mother tongue","        Sign languages",,     375,,     200,,     180,,    1330,,     700,,     630,
"Mother tongue","          American Sign Language",,      20,,      15,,      10,,      65,,      35,,      30,
"Mother tongue","          Quebec Sign Language",,     185,,      90,,      95,,     670,,     330,,     340,
"Mother tongue","          Sign languages; n.i.e",,     165,,      90,,      75,,     595,,     340,,     255,
"Mother tongue","        Sino-Tibetan languages",,   46340,,   21515,,   24825,,   76840,,   35775,,   41065,
"Mother tongue","          Chinese languages",,   46205,,   21445,,   24755,,   76490,,   35600,,   40895,
"Mother tongue","            Cantonese",,   14435,,    6790,,    7640,,   24375,,   11505,,   12875,
"Mother tongue","            Hakka",,     245,,     110,,     135,,     470,,     215,,     260,
"Mother tongue","            Mandarin",,   26245,,   12075,,   14170,,   43700,,   20175,,   23525,
"Mother tongue","            Min Dong",,      20,,      10,,      10,,      20,,      10,,      15,
"Mother tongue","            Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,    2240,,    1035,,    1200,,    3225,,    1480,,    1745,
"Mother tongue","            Wu (Shanghainese)",,     640,,     275,,     360,,    1075,,     465,,     605,
"Mother tongue","            Chinese; n.o.s.",,    2335,,    1120,,    1215,,    3535,,    1710,,    1825,
"Mother tongue","            Chinese languages; n.i.e.",,      50,,      25,,      25,,      90,,      40,,      45,
"Mother tongue","          Tibeto-Burman languages",,     135,,      65,,      65,,     345,,     175,,     170,
"Mother tongue","            Burmese",,      45,,      15,,      30,,      80,,      30,,      50,
"Mother tongue","            Karenic languages",,       0,,       0,,       0,,      70,,      40,,      30,
"Mother tongue","            Tibetan",,      35,,      20,,      15,,     110,,      65,,      50,
"Mother tongue","            Tibeto-Burman languages; n.i.e.",,      55,,      30,,      20,,      85,,      45,,      40,
"Mother tongue","        Tai-Kadai languages",,    1765,,     800,,     965,,    4895,,    2185,,    2710,
"Mother tongue","          Lao",,    1445,,     715,,     725,,    4115,,    1995,,    2120,
"Mother tongue","          Thai",,     320,,      80,,     235,,     765,,     180,,     585,
"Mother tongue","          Tai-Kadai languages; n.i.e",,       5,,       0,,       5,,      10,,       5,,      10,
"Mother tongue","        Turkic languages",,    5035,,    2580,,    2455,,    7980,,    4095,,    3880,
"Mother tongue","          Azerbaijani",,     160,,      95,,      65,,     290,,     160,,     130,
"Mother tongue","          Turkish",,    4535,,    2325,,    2205,,    7155,,    3685,,    3470,
"Mother tongue","          Uyghur",,     140,,      70,,      70,,     205,,     100,,     105,
"Mother tongue","          Uzbek",,      70,,      35,,      35,,     145,,      70,,      75,
"Mother tongue","          Turkic languages; n.i.e.",,     135,,      55,,      80,,     185,,      80,,     105,
"Mother tongue","        Uralic languages",,    2715,,    1210,,    1510,,    6400,,    2985,,    3410,
"Mother tongue","          Estonian",,      85,,      25,,      50,,     195,,      75,,     120,
"Mother tongue","          Finnish",,     165,,      55,,     110,,     360,,     125,,     240,
"Mother tongue","          Hungarian",,    2465,,    1125,,    1345,,    5835,,    2790,,    3045,
"Mother tongue","          Uralic languages; n.i.e.",,       5,,       0,,       5,,       0,,       0,,       5,
"Mother tongue","        Other languages; n.i.e.",,     365,,     200,,     170,,     685,,     385,,     300,
"Mother tongue","  Multiple responses",,   80460,,   40195,,   40260,,  184905,,   92600,,   92310,
"Mother tongue","    English and French",,   20700,,   10610,,   10095,,   72395,,   36695,,   35695,
"Mother tongue","    English and non-official language",,   15390,,    7540,,    7850,,   27485,,   13545,,   13945,
"Mother tongue","    French and non-official language",,   35465,,   17475,,   17990,,   67075,,   33110,,   33970,
"Mother tongue","    English; French and non-official language",,    8900,,    4575,,    4325,,   17950,,    9245,,    8705,
"Language spoken most often at home","Total - Language spoken most often at home for the total population excluding institutional residents - 100% data",19, 1680905,,  821035,,  859875,, 8066560,, 3977270,, 4089285,
"Language spoken most often at home","  Single responses",, 1523890,,  744310,,  779585,, 7743740,, 3819315,, 3924425,
"Language spoken most often at home","    Official languages",, 1208800,,  593825,,  614980,, 7157850,, 3536165,, 3621685,
"Language spoken most often at home","      English",,  305620,,  153160,,  152460,,  782185,,  391125,,  391060,
"Language spoken most often at home","      French",,  903180,,  440665,,  462520,, 6375665,, 3145040,, 3230625,
"Language spoken most often at home","    Non-official languages",,  315090,,  150485,,  164605,,  585890,,  283150,,  302735,
"Language spoken most often at home","      Aboriginal languages",,     185,,      85,,     100,,   40190,,   20205,,   19980,
"Language spoken most often at home","        Algonquian languages",,     110,,      50,,      60,,   28695,,   14385,,   14310,
"Language spoken most often at home","          Blackfoot",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Cree-Montagnais languages",,     105,,      45,,      55,,   28110,,   14105,,   14005,
"Language spoken most often at home","            Atikamekw",,       5,,       5,,       5,,    5465,,    2825,,    2640,
"Language spoken most often at home","            Montagnais (Innu)",,      15,,       5,,      15,,    7375,,    3590,,    3790,
"Language spoken most often at home","            Moose Cree",,       0,,       0,,       0,,       5,,       5,,       0,
"Language spoken most often at home","            Naskapi",,      10,,       5,,       0,,     590,,     295,,     290,
"Language spoken most often at home","            Northern East Cree",,      20,,      10,,      10,,      60,,      30,,      30,
"Language spoken most often at home","            Plains Cree",,       5,,       0,,       0,,       5,,       0,,       0,
"Language spoken most often at home","            Southern East Cree",,       5,,       0,,       5,,      15,,       5,,      10,
"Language spoken most often at home","            Swampy Cree",,       0,,       0,,       0,,       5,,       5,,       5,
"Language spoken most often at home","            Woods Cree",,       0,,       0,,       0,,       0,,       5,,       0,
"Language spoken most often at home","            Cree; n.o.s.",,      55,,      25,,      25,,   14590,,    7355,,    7235,
"Language spoken most often at home","          Eastern Algonquian languages",,       0,,       0,,       0,,     220,,     115,,     110,
"Language spoken most often at home","            Malecite",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Mi'kmaq",,       5,,       0,,       0,,     220,,     110,,     105,
"Language spoken most often at home","          Ojibway-Potawatomi languages",,       5,,       0,,       5,,     370,,     170,,     200,
"Language spoken most often at home","            Algonquin",,       5,,       0,,       0,,     360,,     165,,     195,
"Language spoken most often at home","            Ojibway",,       0,,       0,,       0,,       5,,       5,,       0,
"Language spoken most often at home","            Oji-Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Ottawa (Odawa)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Algonquian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Athabaskan languages",,       5,,       0,,       0,,       0,,       0,,       5,
"Language spoken most often at home","          Northern Athabaskan languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Babine (Wetsuwet'en)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Beaver",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Carrier",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Chilcotin",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Dene",,       0,,       0,,       0,,       0,,       0,,       0,
