,,,"Halifax, Regional municipality [Census subdivision], Nova Scotia",,,,,,"Nova Scotia [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Mother tongue","            Romanian",,     185,,      90,,      95,,     225,,     110,,     120,
"Mother tongue","            Spanish",,    1375,,     640,,     740,,    1830,,     840,,     985,
"Mother tongue","            Italic (Romance) languages; n.i.e.",,       5,,       0,,       0,,       0,,       5,,       0,
"Mother tongue","        Japanese",,     250,,      70,,     185,,     360,,     100,,     260,
"Mother tongue","        Kartvelian languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Georgian",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","        Korean",,     905,,     380,,     520,,    1095,,     475,,     620,
"Mother tongue","        Mongolic languages",,       5,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","          Mongolian",,       0,,       5,,       0,,       0,,       5,,       0,
"Mother tongue","        Niger-Congo languages",,     535,,     270,,     260,,     630,,     325,,     305,
"Mother tongue","          Akan (Twi)",,      35,,      15,,      20,,      40,,      25,,      25,
"Mother tongue","          Bamanankan",,       5,,       0,,       5,,      15,,       5,,       5,
"Mother tongue","          Edo",,       5,,       0,,       5,,       5,,       0,,       5,
"Mother tongue","          Ewe",,      35,,      25,,      15,,      40,,      25,,      10,
"Mother tongue","          Fulah (Pular; Pulaar; Fulfulde)",,       0,,       5,,       0,,       5,,       5,,       0,
"Mother tongue","          Ga",,      10,,       5,,       0,,      10,,       5,,       5,
"Mother tongue","          Ganda",,      20,,       5,,      10,,      20,,       5,,      15,
"Mother tongue","          Igbo",,      35,,      20,,      15,,      45,,      20,,      20,
"Mother tongue","          Lingala",,      10,,       5,,       5,,       5,,       0,,       5,
"Mother tongue","          Rundi (Kirundi)",,      20,,      10,,      10,,      20,,      10,,       5,
"Mother tongue","          Kinyarwanda (Rwanda)",,      45,,      15,,      30,,      50,,      15,,      30,
"Mother tongue","          Shona",,      25,,      15,,      10,,      30,,      15,,      15,
"Mother tongue","          Swahili",,     120,,      55,,      60,,     135,,      65,,      70,
"Mother tongue","          Wolof",,       5,,       0,,       0,,      10,,      10,,       0,
"Mother tongue","          Yoruba",,      50,,      30,,      25,,      65,,      35,,      30,
"Mother tongue","          Niger-Congo languages; n.i.e.",,     120,,      60,,      60,,     140,,      75,,      70,
"Mother tongue","        Nilo-Saharan languages",,      65,,      35,,      30,,      75,,      40,,      40,
"Mother tongue","          Dinka",,      10,,       5,,       5,,      20,,      10,,      10,
"Mother tongue","          Nilo-Saharan languages; n.i.e.",,      55,,      30,,      25,,      55,,      25,,      25,
"Mother tongue","        Sign languages",,     115,,      55,,      60,,     190,,      90,,     100,
"Mother tongue","          American Sign Language",,      55,,      25,,      25,,      85,,      40,,      50,
"Mother tongue","          Quebec Sign Language",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Sign languages; n.i.e",,      60,,      25,,      30,,     105,,      50,,      55,
"Mother tongue","        Sino-Tibetan languages",,    5500,,    2745,,    2755,,    6665,,    3335,,    3330,
"Mother tongue","          Chinese languages",,    5480,,    2735,,    2740,,    6635,,    3320,,    3315,
"Mother tongue","            Cantonese",,     930,,     430,,     495,,    1145,,     535,,     610,
"Mother tongue","            Hakka",,      20,,      10,,      10,,      20,,       5,,      15,
"Mother tongue","            Mandarin",,    3950,,    1975,,    1975,,    4640,,    2325,,    2315,
"Mother tongue","            Min Dong",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,      95,,      45,,      50,,     120,,      50,,      70,
"Mother tongue","            Wu (Shanghainese)",,      45,,      30,,      15,,      50,,      30,,      20,
"Mother tongue","            Chinese; n.o.s.",,     430,,     250,,     180,,     645,,     365,,     280,
"Mother tongue","            Chinese languages; n.i.e.",,      10,,       0,,      10,,      15,,       5,,      10,
"Mother tongue","          Tibeto-Burman languages",,      20,,      10,,      10,,      30,,      15,,      20,
"Mother tongue","            Burmese",,       5,,       0,,       5,,      15,,       5,,      10,
"Mother tongue","            Karenic languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Tibetan",,      10,,       5,,       0,,       5,,       0,,       5,
"Mother tongue","            Tibeto-Burman languages; n.i.e.",,      10,,       5,,       5,,       5,,       5,,       5,
"Mother tongue","        Tai-Kadai languages",,      90,,      35,,      55,,     155,,      55,,     100,
"Mother tongue","          Lao",,       5,,       5,,       5,,      10,,       0,,       5,
"Mother tongue","          Thai",,      85,,      35,,      50,,     150,,      50,,     100,
"Mother tongue","          Tai-Kadai languages; n.i.e",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Turkic languages",,     385,,     210,,     175,,     445,,     240,,     205,
"Mother tongue","          Azerbaijani",,      15,,      10,,       5,,      10,,      10,,       5,
"Mother tongue","          Turkish",,     255,,     135,,     120,,     305,,     165,,     140,
"Mother tongue","          Uyghur",,       5,,       5,,       5,,       5,,       5,,       5,
"Mother tongue","          Uzbek",,     110,,      60,,      50,,     110,,      60,,      50,
"Mother tongue","          Turkic languages; n.i.e.",,      10,,       5,,       5,,      10,,      10,,       0,
"Mother tongue","        Uralic languages",,     235,,     105,,     135,,     415,,     180,,     235,
"Mother tongue","          Estonian",,      25,,      15,,      15,,      40,,      20,,      25,
"Mother tongue","          Finnish",,      35,,      10,,      25,,      95,,      30,,      60,
"Mother tongue","          Hungarian",,     180,,      80,,      95,,     275,,     130,,     150,
"Mother tongue","          Uralic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Other languages; n.i.e.",,      20,,      10,,      15,,      25,,      10,,      15,
"Mother tongue","  Multiple responses",,    5155,,    2535,,    2615,,    8060,,    3920,,    4140,
"Mother tongue","    English and French",,    1775,,     815,,     965,,    3445,,    1600,,    1850,
"Mother tongue","    English and non-official language",,    3040,,    1555,,    1480,,    4180,,    2110,,    2070,
"Mother tongue","    French and non-official language",,     175,,      90,,      80,,     225,,     115,,     105,
"Mother tongue","    English; French and non-official language",,     160,,      75,,      80,,     210,,      90,,     120,
"Language spoken most often at home","Total - Language spoken most often at home for the total population excluding institutional residents - 100% data",19,  399315,,  193620,,  205700,,  912300,,  442470,,  469830,
"Language spoken most often at home","  Single responses",,  391025,,  189440,,  201580,,  900755,,  436755,,  464000,
"Language spoken most often at home","    Official languages",,  374620,,  181095,,  193520,,  878015,,  425220,,  452795,
"Language spoken most often at home","      English",,  370955,,  179295,,  191660,,  863550,,  418315,,  445240,
"Language spoken most often at home","      French",,    3665,,    1805,,    1860,,   14460,,    6910,,    7560,
"Language spoken most often at home","    Non-official languages",,   16405,,    8345,,    8060,,   22740,,   11540,,   11205,
"Language spoken most often at home","      Aboriginal languages",,      15,,       5,,       5,,    2570,,    1285,,    1295,
"Language spoken most often at home","        Algonquian languages",,      20,,      10,,       5,,    2565,,    1280,,    1285,
"Language spoken most often at home","          Blackfoot",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Cree-Montagnais languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Atikamekw",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Montagnais (Innu)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Moose Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Naskapi",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Northern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Plains Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Southern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Swampy Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Woods Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Cree; n.o.s.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Eastern Algonquian languages",,      10,,      10,,       5,,    2560,,    1280,,    1280,
"Language spoken most often at home","            Malecite",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Mi'kmaq",,      10,,      10,,       5,,    2560,,    1275,,    1280,
"Language spoken most often at home","          Ojibway-Potawatomi languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Algonquin",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Ojibway",,       5,,       5,,       0,,       5,,       0,,       0,
"Language spoken most often at home","            Oji-Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Ottawa (Odawa)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Algonquian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Athabaskan languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Northern Athabaskan languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Babine (Wetsuwet'en)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Beaver",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Carrier",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Chilcotin",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Dene",,       0,,       0,,       0,,       0,,       0,,       0,
